reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,text.started,key_resp.started,fixation.stopped,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
11,30,7,0,0,0,0,82.6422503167505,83.55809154525537,83.55809154525537,83.64130809394555,l,1.7954531929549375,300799,001,2022-10-21_11h37.30.616,6,2022.2.2,59.87600651781957,
40,55,62,0,1,1,3,85.39124229395179,86.3748808564892,86.3748808564892,86.39138134299537,l,1.0906943718657658,300799,001,2022-10-21_11h37.30.616,6,2022.2.2,59.87600651781957,
49,60,89,0,2,2,4,87.50822922036195,88.49133111980495,88.49133111980495,88.50821531545762,t,0.029414134078933785,300799,001,2022-10-21_11h37.30.616,6,2022.2.2,59.87600651781957,
27,50,21,0,3,3,2,88.54227637189274,89.5412676041883,89.5412676041883,89.5412676041883,t,1.4995912593853973,300799,001,2022-10-21_11h37.30.616,6,2022.2.2,59.87600651781957,
67,75,119,0,4,4,5,91.0763558026656,92.05807813695469,92.05807813695469,92.0914095169801,t,0.6387684267378972,300799,001,2022-10-21_11h37.30.616,6,2022.2.2,59.87600651781957,
15,35,13,0,5,5,1,92.72629222083515,93.72475241821189,93.72475241821189,93.74135752256984,l,0.44420140394004193,300799,001,2022-10-21_11h37.30.616,6,2022.2.2,59.87600651781957,
78,80,162,0,6,6,6,94.1926392071291,95.19135830058235,95.19135830058235,95.20806404996233,t,0.0026365989745045226,300799,001,2022-10-21_11h37.30.616,6,2022.2.2,59.87600651781957,
